code_region,region,departement,rang_vaccinal,date_debut_semaine,nb
84,ARA,03,2,2021-04-05,2422
84,ARA,03,1,2021-04-12,7680
84,ARA,03,2,2021-04-12,4875
84,ARA,03,1,2021-04-19,7993
84,ARA,03,2,2021-04-19,5713
84,ARA,03,1,2021-04-26,8214
84,ARA,03,2,2021-04-26,4463
84,ARA,03,1,2021-05-03,14142
84,ARA,03,2,2021-05-03,5516
84,ARA,03,1,2021-05-10,16932
84,ARA,03,2,2021-05-10,5906
84,ARA,03,1,2021-05-17,8011
84,ARA,03,2,2021-05-17,4119
84,ARA,03,1,2021-05-24,3648
84,ARA,03,2,2021-05-24,4010
84,ARA,03,1,2021-05-31,505
84,ARA,03,2,2021-05-31,7187
84,ARA,03,1,2021-06-07,70
84,ARA,03,2,2021-06-07,10118
93,PAC,04,1,2021-01-18,301
93,PAC,04,1,2021-01-25,416
93,PAC,04,1,2021-02-01,405
93,PAC,04,1,2021-02-08,457
93,PAC,04,2,2021-02-08,59
93,PAC,04,1,2021-02-15,158
93,PAC,04,2,2021-02-15,1740
93,PAC,04,1,2021-02-22,74
93,PAC,04,2,2021-02-22,1967
93,PAC,04,1,2021-03-01,854
93,PAC,04,2,2021-03-01,1595
93,PAC,04,1,2021-03-08,1757
93,PAC,04,2,2021-03-08,1219
93,PAC,04,1,2021-03-15,1834
93,PAC,04,2,2021-03-15,80
93,PAC,04,1,2021-03-22,2666
93,PAC,04,2,2021-03-22,99
93,PAC,04,1,2021-03-29,4325
93,PAC,04,2,2021-03-29,331
93,PAC,04,1,2021-04-05,2360
93,PAC,04,2,2021-04-05,1778
93,PAC,04,1,2021-04-12,3578
93,PAC,04,2,2021-04-12,1670
93,PAC,04,1,2021-04-19,2845
93,PAC,04,2,2021-04-19,2625
93,PAC,04,1,2021-04-26,1620
93,PAC,04,2,2021-04-26,3970
93,PAC,04,1,2021-05-03,2567
93,PAC,04,2,2021-05-03,2870
93,PAC,04,1,2021-05-10,3545
93,PAC,04,2,2021-05-10,1755
93,PAC,04,1,2021-05-17,2794
93,PAC,04,2,2021-05-17,2298
93,PAC,04,1,2021-05-24,2551
93,PAC,04,2,2021-05-24,1597
93,PAC,04,1,2021-05-31,983
93,PAC,04,2,2021-05-31,2186
93,PAC,04,1,2021-06-07,609
93,PAC,04,2,2021-06-07,1498
93,PAC,05,1,2021-02-15,427
93,PAC,05,2,2021-02-15,760
93,PAC,05,1,2021-02-22,122
93,PAC,05,2,2021-02-22,1070
93,PAC,05,1,2021-03-01,1448
93,PAC,05,2,2021-03-01,862
93,PAC,05,1,2021-03-08,2185
93,PAC,05,2,2021-03-08,508
93,PAC,05,1,2021-03-15,1168
93,PAC,05,2,2021-03-15,442
93,PAC,05,1,2021-03-22,3017
93,PAC,05,2,2021-03-22,121
93,PAC,05,1,2021-03-29,3683
93,PAC,05,2,2021-03-29,999
93,PAC,05,1,2021-04-05,2560
93,PAC,05,2,2021-04-05,1663
93,PAC,05,1,2021-04-12,3374
93,PAC,05,2,2021-04-12,1521
93,PAC,05,1,2021-04-19,1981
93,PAC,05,2,2021-04-19,2962
93,PAC,05,1,2021-04-26,2345
93,PAC,05,2,2021-04-26,3274
93,PAC,05,1,2021-05-03,2876
93,PAC,05,2,2021-05-03,2697
93,PAC,05,1,2021-05-10,4158
93,PAC,05,2,2021-05-10,2246
93,PAC,05,1,2021-05-17,2314
93,PAC,05,2,2021-05-17,1160
93,PAC,05,1,2021-05-24,1017
93,PAC,05,2,2021-05-24,1318
93,PAC,05,1,2021-05-31,397
93,PAC,05,2,2021-05-31,1855
93,PAC,05,1,2021-06-07,125
93,PAC,05,2,2021-06-07,2689
93,PAC,06,1,2021-01-18,2
93,PAC,06,1,2021-01-25,1
93,PAC,06,2,2021-02-08,2
93,PAC,06,1,2021-02-15,2648
93,PAC,06,2,2021-02-15,11460
93,PAC,06,1,2021-02-22,8994
93,PAC,06,2,2021-02-22,8187
93,PAC,06,1,2021-03-01,20079
93,PAC,06,2,2021-03-01,3980
93,PAC,06,1,2021-03-08,23957
93,PAC,06,2,2021-03-08,692
93,PAC,06,1,2021-03-15,14944
93,PAC,06,2,2021-03-15,2030
93,PAC,06,1,2021-03-22,14351
93,PAC,06,2,2021-03-22,7165
93,PAC,06,1,2021-03-29,18137
93,PAC,06,2,2021-03-29,16740
93,PAC,06,1,2021-04-05,21917
93,PAC,06,2,2021-04-05,20098
93,PAC,06,1,2021-04-12,22270
93,PAC,06,2,2021-04-12,15865
93,PAC,06,1,2021-04-19,30658
93,PAC,06,2,2021-04-19,14309
93,PAC,06,1,2021-04-26,23846
93,PAC,06,2,2021-04-26,15902
93,PAC,06,1,2021-05-03,25994
93,PAC,06,2,2021-05-03,22072
93,PAC,06,1,2021-05-10,25222
93,PAC,06,2,2021-05-10,10167
93,PAC,06,1,2021-05-17,9143
93,PAC,06,2,2021-05-17,4316
93,PAC,06,1,2021-05-24,1072
93,PAC,06,2,2021-05-24,9397
93,PAC,06,1,2021-05-31,329
93,PAC,06,2,2021-05-31,15399
93,PAC,06,1,2021-06-07,264
93,PAC,06,2,2021-06-07,13072
84,ARA,07,1,2021-01-18,2
84,ARA,07,1,2021-01-25,4
84,ARA,07,1,2021-02-01,11
84,ARA,07,1,2021-02-08,13
84,ARA,07,1,2021-02-15,1615
84,ARA,07,2,2021-02-15,641
84,ARA,07,1,2021-02-22,2107
84,ARA,07,2,2021-02-22,1127
84,ARA,07,1,2021-03-01,2279
84,ARA,07,2,2021-03-01,1486
84,ARA,07,1,2021-03-08,2856
84,ARA,07,2,2021-03-08,1471
84,ARA,07,1,2021-03-15,4294
84,ARA,07,2,2021-03-15,1477
84,ARA,07,1,2021-03-22,4496
84,ARA,07,2,2021-03-22,1972
84,ARA,07,1,2021-03-29,4873
84,ARA,07,2,2021-03-29,2001
84,ARA,07,1,2021-04-05,5073
84,ARA,07,2,2021-04-05,2526
84,ARA,07,1,2021-04-12,6458
84,ARA,07,2,2021-04-12,4101
84,ARA,07,1,2021-04-19,7235
84,ARA,07,2,2021-04-19,4281
84,ARA,07,1,2021-04-26,7832
84,ARA,07,2,2021-04-26,4619
84,ARA,07,1,2021-05-03,9963
84,ARA,07,2,2021-05-03,5078
84,ARA,07,1,2021-05-10,10006
84,ARA,07,2,2021-05-10,4196
84,ARA,07,1,2021-05-17,6548
84,ARA,07,2,2021-05-17,3544
84,ARA,07,1,2021-05-24,2628
84,ARA,07,2,2021-05-24,4711
84,ARA,07,1,2021-05-31,1272
84,ARA,07,2,2021-05-31,5290
84,ARA,07,1,2021-06-07,140
84,ARA,07,2,2021-06-07,6137
44,GES,08,1,2021-01-18,53
44,GES,08,1,2021-02-08,4
44,GES,08,1,2021-02-15,707
44,GES,08,2,2021-02-15,1817
44,GES,08,1,2021-02-22,461
44,GES,08,2,2021-02-22,1951
44,GES,08,1,2021-03-01,2093
44,GES,08,2,2021-03-01,1167
44,GES,08,1,2021-03-08,2500
44,GES,08,2,2021-03-08,1082
44,GES,08,1,2021-03-15,3191
44,GES,08,2,2021-03-15,494
44,GES,08,1,2021-03-22,4180
44,GES,08,2,2021-03-22,330
44,GES,08,1,2021-03-29,3979
44,GES,08,2,2021-03-29,2178
44,GES,08,1,2021-04-05,4547
44,GES,08,2,2021-04-05,2374
44,GES,08,1,2021-04-12,4873
44,GES,08,2,2021-04-12,3185
44,GES,08,1,2021-04-19,6410
44,GES,08,2,2021-04-19,4011
44,GES,08,1,2021-04-26,7394
44,GES,08,2,2021-04-26,3885
44,GES,08,1,2021-05-03,8276
44,GES,08,2,2021-05-03,5041
44,GES,08,1,2021-05-10,10113
44,GES,08,2,2021-05-10,3264
44,GES,08,1,2021-05-17,7277
44,GES,08,2,2021-05-17,3091
44,GES,08,1,2021-05-24,2913
44,GES,08,2,2021-05-24,2978
44,GES,08,1,2021-05-31,265
44,GES,08,2,2021-05-31,4727
44,GES,08,1,2021-06-07,164
44,GES,08,2,2021-06-07,6958
76,OCC,09,2,2021-02-08,54
76,OCC,09,1,2021-02-15,353
76,OCC,09,2,2021-02-15,1339
76,OCC,09,1,2021-02-22,665
76,OCC,09,2,2021-02-22,936
76,OCC,09,1,2021-03-01,1315
76,OCC,09,2,2021-03-01,361
76,OCC,09,1,2021-03-08,1825
76,OCC,09,2,2021-03-08,83
76,OCC,09,1,2021-03-15,2277
76,OCC,09,2,2021-03-15,282
76,OCC,09,1,2021-03-22,2841
76,OCC,09,2,2021-03-22,543
76,OCC,09,1,2021-03-29,3611
76,OCC,09,2,2021-03-29,1135
76,OCC,09,1,2021-04-05,5203
76,OCC,09,2,2021-04-05,1626
76,OCC,09,1,2021-04-12,5175
76,OCC,09,2,2021-04-12,2372
76,OCC,09,1,2021-04-19,4073
76,OCC,09,2,2021-04-19,3214
76,OCC,09,1,2021-04-26,2871
76,OCC,09,2,2021-04-26,3521
76,OCC,09,1,2021-05-03,3799
76,OCC,09,2,2021-05-03,4931
76,OCC,09,1,2021-05-10,5746
76,OCC,09,2,2021-05-10,4357
76,OCC,09,1,2021-05-17,2922
76,OCC,09,2,2021-05-17,1680
76,OCC,09,1,2021-05-24,775
76,OCC,09,2,2021-05-24,1595
76,OCC,09,1,2021-05-31,342
76,OCC,09,2,2021-05-31,3124
76,OCC,09,1,2021-06-07,90
76,OCC,09,2,2021-06-07,2759
44,GES,10,1,2021-01-18,1
44,GES,10,1,2021-02-15,563
44,GES,10,2,2021-02-15,2248
44,GES,10,1,2021-02-22,314
44,GES,10,2,2021-02-22,1858
44,GES,10,1,2021-03-01,2468
44,GES,10,2,2021-03-01,1386
44,GES,10,1,2021-03-08,3835
44,GES,10,2,2021-03-08,1563
44,GES,10,1,2021-03-15,5504
44,GES,10,2,2021-03-15,131
44,GES,10,1,2021-03-22,5652
44,GES,10,2,2021-03-22,329
44,GES,10,1,2021-03-29,3763
44,GES,10,2,2021-03-29,2771
44,GES,10,1,2021-04-05,4778
44,GES,10,2,2021-04-05,3636
44,GES,10,1,2021-04-12,6229
44,GES,10,2,2021-04-12,5295
44,GES,10,1,2021-04-19,7867
44,GES,10,2,2021-04-19,5323
44,GES,10,1,2021-04-26,8728
44,GES,10,2,2021-04-26,5270
44,GES,10,1,2021-05-03,10999
44,GES,10,2,2021-05-03,3686
44,GES,10,1,2021-05-10,11317
44,GES,10,2,2021-05-10,5785
44,GES,10,1,2021-05-17,3929
44,GES,10,2,2021-05-17,1096
44,GES,10,1,2021-05-24,682
44,GES,10,2,2021-05-24,1015
44,GES,10,1,2021-05-31,120
44,GES,10,2,2021-05-31,7411
44,GES,10,1,2021-06-07,12
44,GES,10,2,2021-06-07,8554
76,OCC,11,1,2021-02-08,86
76,OCC,11,2,2021-02-08,57
76,OCC,11,1,2021-02-15,1354
76,OCC,11,2,2021-02-15,1471
76,OCC,11,1,2021-02-22,1417
76,OCC,11,2,2021-02-22,1937
76,OCC,11,1,2021-03-01,2081
76,OCC,11,2,2021-03-01,1921
76,OCC,11,1,2021-03-08,2227
76,OCC,11,2,2021-03-08,1827
76,OCC,11,1,2021-03-15,3830
76,OCC,11,2,2021-03-15,1144
76,OCC,11,1,2021-03-22,4360
76,OCC,11,2,2021-03-22,1447
76,OCC,11,1,2021-03-29,4608
76,OCC,11,2,2021-03-29,1647
76,OCC,11,1,2021-04-05,4162
76,OCC,11,2,2021-04-05,1868
76,OCC,11,1,2021-04-12,5562
76,OCC,11,2,2021-04-12,3844
76,OCC,11,1,2021-04-19,7680
76,OCC,11,2,2021-04-19,4783
76,OCC,11,1,2021-04-26,8216
76,OCC,11,2,2021-04-26,4527
76,OCC,11,1,2021-05-03,8612
76,OCC,11,2,2021-05-03,4658
76,OCC,11,1,2021-05-10,7633
76,OCC,11,2,2021-05-10,5087
76,OCC,11,1,2021-05-17,6659
76,OCC,11,2,2021-05-17,3410
76,OCC,11,1,2021-05-24,4050
76,OCC,11,2,2021-05-24,3544
76,OCC,11,1,2021-05-31,1647
76,OCC,11,2,2021-05-31,6981
76,OCC,11,1,2021-06-07,519
76,OCC,11,2,2021-06-07,8037
76,OCC,12,1,2021-02-15,1085
76,OCC,12,2,2021-02-15,2412
76,OCC,12,1,2021-02-22,743
76,OCC,12,2,2021-02-22,3132
76,OCC,12,1,2021-03-01,884
76,OCC,12,2,2021-03-01,1849
76,OCC,12,1,2021-03-08,2348
76,OCC,12,2,2021-03-08,1651
76,OCC,12,1,2021-03-15,4609
76,OCC,12,2,2021-03-15,911
76,OCC,12,1,2021-03-22,5027
76,OCC,12,2,2021-03-22,856
76,OCC,12,1,2021-03-29,5914
76,OCC,12,2,2021-03-29,602
76,OCC,12,1,2021-04-05,5620
76,OCC,12,2,2021-04-05,2013
76,OCC,12,1,2021-04-12,7836
76,OCC,12,2,2021-04-12,4029
76,OCC,12,1,2021-04-19,7852
76,OCC,12,2,2021-04-19,4983
76,OCC,12,1,2021-04-26,7263
76,OCC,12,2,2021-04-26,5640
76,OCC,12,1,2021-05-03,7756
76,OCC,12,2,2021-05-03,6281
76,OCC,12,1,2021-05-10,5527
76,OCC,12,2,2021-05-10,8275
76,OCC,12,1,2021-05-17,7187
76,OCC,12,2,2021-05-17,6699
76,OCC,12,1,2021-05-24,5441
76,OCC,12,2,2021-05-24,2865
76,OCC,12,1,2021-05-31,546
76,OCC,12,2,2021-05-31,2532
76,OCC,12,1,2021-06-07,67
76,OCC,12,2,2021-06-07,5997
93,PAC,13,1,2021-01-18,1768
93,PAC,13,2,2021-01-18,66
93,PAC,13,1,2021-01-25,2620
93,PAC,13,2,2021-01-25,120
93,PAC,13,1,2021-02-01,2313
93,PAC,13,2,2021-02-01,107
93,PAC,13,1,2021-02-08,1701
93,PAC,13,2,2021-02-08,844
93,PAC,13,1,2021-02-15,3800
93,PAC,13,2,2021-02-15,8257
93,PAC,13,1,2021-02-22,4400
93,PAC,13,2,2021-02-22,10035
93,PAC,13,1,2021-03-01,15061
93,PAC,13,2,2021-03-01,7740
93,PAC,13,1,2021-03-08,19078
93,PAC,13,2,2021-03-08,7870
93,PAC,13,1,2021-03-15,24407
93,PAC,13,2,2021-03-15,5170
93,PAC,13,1,2021-03-22,29863
93,PAC,13,2,2021-03-22,6346
93,PAC,13,1,2021-03-29,34529
93,PAC,13,2,2021-03-29,11490
93,PAC,13,1,2021-04-05,39319
93,PAC,13,2,2021-04-05,16430
93,PAC,13,1,2021-04-12,39573
93,PAC,13,2,2021-04-12,22892
93,PAC,13,1,2021-04-19,33436
93,PAC,13,2,2021-04-19,29754
93,PAC,13,1,2021-04-26,42075
93,PAC,13,2,2021-04-26,34671
93,PAC,13,1,2021-05-03,39838
93,PAC,13,2,2021-05-03,41392
93,PAC,13,1,2021-05-10,56138
93,PAC,13,2,2021-05-10,32201
93,PAC,13,1,2021-05-17,26086
93,PAC,13,2,2021-05-17,22784
93,PAC,13,1,2021-05-24,9677
93,PAC,13,2,2021-05-24,23342
93,PAC,13,1,2021-05-31,6393
93,PAC,13,2,2021-05-31,31014
93,PAC,13,1,2021-06-07,3267
93,PAC,13,2,2021-06-07,39502
28,NOR,14,1,2021-02-08,325
28,NOR,14,2,2021-02-08,93
28,NOR,14,1,2021-02-15,1483
28,NOR,14,2,2021-02-15,4395
28,NOR,14,1,2021-02-22,1331
28,NOR,14,2,2021-02-22,4397
28,NOR,14,1,2021-03-01,3757
28,NOR,14,2,2021-03-01,3683
28,NOR,14,1,2021-03-08,4235
28,NOR,14,2,2021-03-08,2991
28,NOR,14,1,2021-03-15,6454
28,NOR,14,2,2021-03-15,642
28,NOR,14,1,2021-03-22,6439
28,NOR,14,2,2021-03-22,1039
28,NOR,14,1,2021-03-29,7147
28,NOR,14,2,2021-03-29,3610
28,NOR,14,1,2021-04-05,10694
28,NOR,14,2,2021-04-05,3859
28,NOR,14,1,2021-04-12,12114
28,NOR,14,2,2021-04-12,5929
28,NOR,14,1,2021-04-19,13115
28,NOR,14,2,2021-04-19,6478
28,NOR,14,1,2021-04-26,15312
28,NOR,14,2,2021-04-26,7244
28,NOR,14,1,2021-05-03,19527
28,NOR,14,2,2021-05-03,11180
28,NOR,14,1,2021-05-10,24673
28,NOR,14,2,2021-05-10,9967
28,NOR,14,1,2021-05-17,11992
28,NOR,14,2,2021-05-17,7111
28,NOR,14,1,2021-05-24,9259
28,NOR,14,2,2021-05-24,7718
28,NOR,14,1,2021-05-31,2634
28,NOR,14,2,2021-05-31,9850
28,NOR,14,1,2021-06-07,1844
28,NOR,14,2,2021-06-07,11378
84,ARA,15,1,2021-02-15,165
84,ARA,15,2,2021-02-15,2177
84,ARA,15,1,2021-02-22,104
84,ARA,15,2,2021-02-22,1856
84,ARA,15,1,2021-03-01,651
84,ARA,15,2,2021-03-01,923
84,ARA,15,1,2021-03-08,344
84,ARA,15,2,2021-03-08,693
84,ARA,15,1,2021-03-15,1641
84,ARA,15,2,2021-03-15,110
84,ARA,15,1,2021-03-22,2562
84,ARA,15,2,2021-03-22,75
84,ARA,15,1,2021-03-29,3648
84,ARA,15,2,2021-03-29,88
84,ARA,15,1,2021-04-05,2651
84,ARA,15,2,2021-04-05,216
84,ARA,15,1,2021-04-12,3758
84,ARA,15,2,2021-04-12,1661
84,ARA,15,1,2021-04-19,2585
84,ARA,15,2,2021-04-19,2597
84,ARA,15,1,2021-04-26,1838
84,ARA,15,2,2021-04-26,3405
84,ARA,15,1,2021-05-03,3920
84,ARA,15,2,2021-05-03,2901
84,ARA,15,1,2021-05-10,6664
84,ARA,15,2,2021-05-10,3453
84,ARA,15,1,2021-05-17,4977
84,ARA,15,2,2021-05-17,1892
84,ARA,15,1,2021-05-24,2567
84,ARA,15,2,2021-05-24,1774
84,ARA,15,1,2021-05-31,181
84,ARA,15,2,2021-05-31,1104
84,ARA,15,1,2021-06-07,75
84,ARA,15,2,2021-06-07,1508
75,NAQ,16,1,2021-01-18,856
75,NAQ,16,1,2021-01-25,175
75,NAQ,16,1,2021-02-01,161
75,NAQ,16,1,2021-02-08,200
75,NAQ,16,1,2021-02-15,907
75,NAQ,16,2,2021-02-15,2701
75,NAQ,16,1,2021-02-22,437
75,NAQ,16,2,2021-02-22,2972
75,NAQ,16,1,2021-03-01,1619
75,NAQ,16,2,2021-03-01,2438
75,NAQ,16,1,2021-03-08,2240
75,NAQ,16,2,2021-03-08,2038
75,NAQ,16,1,2021-03-15,3547
75,NAQ,16,2,2021-03-15,917
75,NAQ,16,1,2021-03-22,4464
75,NAQ,16,2,2021-03-22,260
75,NAQ,16,1,2021-03-29,5390
75,NAQ,16,2,2021-03-29,999
75,NAQ,16,1,2021-04-05,7686
75,NAQ,16,2,2021-04-05,2004
75,NAQ,16,1,2021-04-12,8071
75,NAQ,16,2,2021-04-12,3489
75,NAQ,16,1,2021-04-19,9060
75,NAQ,16,2,2021-04-19,4300
75,NAQ,16,1,2021-04-26,8576
75,NAQ,16,2,2021-04-26,5398
75,NAQ,16,1,2021-05-03,11170
75,NAQ,16,2,2021-05-03,8170
75,NAQ,16,1,2021-05-10,8794
75,NAQ,16,2,2021-05-10,7139
75,NAQ,16,1,2021-05-17,8175
75,NAQ,16,2,2021-05-17,5402
75,NAQ,16,1,2021-05-24,6374
75,NAQ,16,2,2021-05-24,4265
75,NAQ,16,1,2021-05-31,2430
75,NAQ,16,2,2021-05-31,5343
75,NAQ,16,1,2021-06-07,1012
75,NAQ,16,2,2021-06-07,7008
75,NAQ,17,1,2021-02-15,3677
75,NAQ,17,2,2021-02-15,6820
75,NAQ,17,1,2021-02-22,4060
75,NAQ,17,2,2021-02-22,6655
75,NAQ,17,1,2021-03-01,5991
75,NAQ,17,2,2021-03-01,4012
75,NAQ,17,1,2021-03-08,5928
75,NAQ,17,2,2021-03-08,3111
75,NAQ,17,1,2021-03-15,6647
75,NAQ,17,2,2021-03-15,3470
75,NAQ,17,1,2021-03-22,13035
75,NAQ,17,2,2021-03-22,3534
75,NAQ,17,1,2021-03-29,13528
75,NAQ,17,2,2021-03-29,4798
75,NAQ,17,1,2021-04-05,15144
75,NAQ,17,2,2021-04-05,4334
75,NAQ,17,1,2021-04-12,15010
75,NAQ,17,2,2021-04-12,6281
75,NAQ,17,1,2021-04-19,11735
75,NAQ,17,2,2021-04-19,11678
75,NAQ,17,1,2021-04-26,14046
75,NAQ,17,2,2021-04-26,12324
75,NAQ,17,1,2021-05-03,14357
75,NAQ,17,2,2021-05-03,15525
75,NAQ,17,1,2021-05-10,15918
75,NAQ,17,2,2021-05-10,12580
75,NAQ,17,1,2021-05-17,14509
75,NAQ,17,2,2021-05-17,4995
75,NAQ,17,1,2021-05-24,3970
75,NAQ,17,2,2021-05-24,5285
75,NAQ,17,1,2021-05-31,2371
75,NAQ,17,2,2021-05-31,10138
75,NAQ,17,1,2021-06-07,927
75,NAQ,17,2,2021-06-07,13183
24,CVL,18,1,2021-02-08,53
24,CVL,18,1,2021-02-15,2042
24,CVL,18,2,2021-02-15,1445
24,CVL,18,1,2021-02-22,1579
24,CVL,18,2,2021-02-22,1732
24,CVL,18,1,2021-03-01,1352
24,CVL,18,2,2021-03-01,1779
24,CVL,18,1,2021-03-08,1615
24,CVL,18,2,2021-03-08,1812
24,CVL,18,1,2021-03-15,2492
24,CVL,18,2,2021-03-15,2037
24,CVL,18,1,2021-03-22,3238
24,CVL,18,2,2021-03-22,1528
24,CVL,18,1,2021-03-29,3410
24,CVL,18,2,2021-03-29,1252
24,CVL,18,1,2021-04-05,7607
24,CVL,18,2,2021-04-05,1652
24,CVL,18,1,2021-04-12,6312
24,CVL,18,2,2021-04-12,2858
24,CVL,18,1,2021-04-19,6243
24,CVL,18,2,2021-04-19,3743
24,CVL,18,1,2021-04-26,7144
24,CVL,18,2,2021-04-26,3640
24,CVL,18,1,2021-05-03,6756
24,CVL,18,2,2021-05-03,8507
24,CVL,18,1,2021-05-10,6901
24,CVL,18,2,2021-05-10,5907
24,CVL,18,1,2021-05-17,8336
24,CVL,18,2,2021-05-17,4532
24,CVL,18,1,2021-05-24,4539
24,CVL,18,2,2021-05-24,3389
24,CVL,18,1,2021-05-31,18
24,CVL,18,2,2021-05-31,2373
24,CVL,18,1,2021-06-07,164
24,CVL,18,2,2021-06-07,6052
75,NAQ,19,1,2021-02-08,98
75,NAQ,19,2,2021-02-08,12
75,NAQ,19,1,2021-02-15,994
75,NAQ,19,2,2021-02-15,1318
75,NAQ,19,1,2021-02-22,1266
75,NAQ,19,2,2021-02-22,1107
75,NAQ,19,1,2021-03-01,1862
75,NAQ,19,2,2021-03-01,1261
75,NAQ,19,1,2021-03-08,3460
75,NAQ,19,2,2021-03-08,1194
75,NAQ,19,1,2021-03-15,3308
75,NAQ,19,2,2021-03-15,890
75,NAQ,19,1,2021-03-22,3180
75,NAQ,19,2,2021-03-22,1168
75,NAQ,19,1,2021-03-29,2674
75,NAQ,19,2,2021-03-29,1745
75,NAQ,19,1,2021-04-05,3155
75,NAQ,19,2,2021-04-05,3146
75,NAQ,19,1,2021-04-12,3688
75,NAQ,19,2,2021-04-12,3191
75,NAQ,19,1,2021-04-19,3803
75,NAQ,19,2,2021-04-19,3400
75,NAQ,19,1,2021-04-26,5435
75,NAQ,19,2,2021-04-26,2198
75,NAQ,19,1,2021-05-03,5005
75,NAQ,19,2,2021-05-03,3441
75,NAQ,19,1,2021-05-10,6861
75,NAQ,19,2,2021-05-10,2749
75,NAQ,19,1,2021-05-17,5065
75,NAQ,19,2,2021-05-17,1920
75,NAQ,19,1,2021-05-24,1627
75,NAQ,19,2,2021-05-24,1378
75,NAQ,19,1,2021-05-31,398
75,NAQ,19,2,2021-05-31,2639
75,NAQ,19,1,2021-06-07,311
